title,publishedAt,duration,topic_categories,view_count,like_count,comment_count,tags,channel_title,playlist_name,channel_ID,playlist_ID,url
Paolo Nutini - Iron Sky [Abbey Road Live Session],2014-02-26,382,"['Pop_music', 'Rock_music']",77446881,503561.0,15976.0,"['Paolo Nutini', 'Iron Sky', 'Paolo Nutini Iron Sky', 'Iron Sky Official Video', 'Iron Sky Lyrics', 'Paolo Nutini Live', 'Paolo Nutini 2014', 'Paolo Nutini Abbey Road', 'Abbey Road', 'Iron Sky Abbey Road', 'Caustic Love', 'Paolo Nutini Caustic Love', 'Paolo Nutini Third Album', 'Paolo Nutini 3rd Album', 'Paolo Nutini Songs', 'Paolo Nutini Music', 'Paolo Nutini Official Video', 'Paolo Nutini Lyrics', 'Pop', 'Rock', 'Soft Rock', 'Singer-Songwriter', 'Male UK Pop', 'R&B', 'Blue Eyed Soul', 'Soul Pop', 'Paulo Nutini', 'PaoloNutini']",Paolo Nutini,VOITURE 2.O,UCdwL3W6yGAvcmXswvFnzRXw,PLZulYW8dQheOLXK8vEoJD_olqYQ0JY0lZ,ELKbtFljucQ
Can´t Help Falling In Love,2020-01-09,181,['Rock_music'],14478957,151778.0,55.0,"['Elvis Presley Milestones of a Legend - Elvis Presley', 'Vol. 7 Can´t Help Falling In Love']",Elvis Presley - Topic,🚔 Voiture 🚘,UChgxarBUCnPJV871-46bJ2g,PLZulYW8dQheNUUPiOjIivgin70m8l317S,OjiOTDqYYo0
Bad,2020-04-28,171,['NaN'],6353994,58134.0,74.0,"['David Guetta', 'Showtek', 'VASSY', 'Amsterdam Music Festival - The 2014 Compilation', 'Bad']",Showtek - Topic,🚔 Voiture 🚘,UCeh6VPmWmgaZRAaO19Z1h-Q,PLZulYW8dQheNUUPiOjIivgin70m8l317S,4BtnJzM1RkI
Hit the Road Jack (Live in Sao Paulo 1963),2018-04-12,137,['NaN'],668971,11335.0,14.0,"['Ray', 'Charles', 'Greatest', 'Hits', 'Vol.', 'Hit', 'the', 'Road', 'Jack']",Ray Charles - Topic,🚔 Voiture 🚘,UClapQBGYNOoLYmCct6e3B5Q,PLZulYW8dQheNUUPiOjIivgin70m8l317S,xTgUMg8OpzU
Trumpsta (Djuro Remix),2014-12-25,259,"['Electronic_music', 'Hip_hop_music', 'Pop_music']",798196,9608.0,4.0,"['Contiez', 'Treyy', 'Electro', 'Hustlers', 'Vol.', 'Trumpsta', '(Djuro', 'Remix)']",Contiez - Topic,🚔 Voiture 🚘,UCddkCSEWJg2GKqqjhRFpaGg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,i5mcHtNOEwg
Johnny B. Goode,2018-08-10,162,['Rock_music'],17805925,228423.0,208.0,"['Chuck Berry', 'チャックベリー', 'チャック・ベリー', 'Berry Is On Top', 'Johnny B. Goode', 'ジョニービーグッド', 'ジョニー・B・グッド']",Chuck Berry - Topic,🚔 Voiture 🚘,UCUfKmP9mv1yUkxlE5DDX5Zg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,uFeZ_x--aRg
You & Me (Flume Remix),2016-10-08,283,['Electronic_music'],5382291,53140.0,46.0,"['Disclosure', 'Flume', 'You & Me']",Disclosure - Topic,🚔 Voiture 🚘,UCMqoUCDT2rtlvBS93GXGqDA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,_hF-jYxaLCQ
Dance Monkey,2019-08-29,210,"['Independent_music', 'Pop_music']",38730797,367632.0,607.0,"['Tones And I', 'The Kids Are Coming', 'Dance Monkey']",Tones and I - Topic,🚔 Voiture 🚘,UCN8aYfV4Em0pc0hxVXBTA-A,PLZulYW8dQheNUUPiOjIivgin70m8l317S,_3E7AnwYFNE
"Take Me Home, Country Roads",2017-02-09,190,"['Country_music', 'Pop_music']",31247129,215642.0,311.0,"['John Denver ジョンデンバー 約翰丹佛 Road Trip Sing-Alongs Take Me Home', 'Country Roads']",John Denver - Topic,🚔 Voiture 🚘,UCV8ZtASJ8X9ZwX3r1Dsei0w,PLZulYW8dQheNUUPiOjIivgin70m8l317S,6Jf_GsFZDfI
"Hey, Asshole",2019-10-31,250,['Hip_hop_music'],603601,10085.0,9.0,"['Watsky Kate Nash Cardboard Castles Hey', 'Asshole']",Watsky - Topic,🚔 Voiture 🚘,UCkWw_q7nd7Bsy1evFgn5Ubg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,Evzsfo9s-6w
Infréquentables,2018-07-23,277,"['Hip_hop_music', 'Pop_music']",3455667,20484.0,59.0,"['Dosseh', 'Booba', 'Yuri', 'Infréquentables']",Dosseh - Topic,🚔 Voiture 🚘,UCs4e9PxtaR4OZ4at-bY5PBg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,fsDj--TkM1c
Baby I'm Yours,2015-08-11,216,"['Electronic_music', 'Pop_music']",41021212,598023.0,3101.0,"['Breakbot', ""Baby I'm Yours""]",Breakbot - Topic,🚔 Voiture 🚘,UC2hW8YWmspFv-nWNdGMUcSg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,3vVSBLkpO-8
Another One Bites The Dust (Remastered 2011),2018-07-24,215,"['Pop_music', 'Rock_music']",73435352,776464.0,516.0,"['Queen', 'クイーン', 'The Game', 'Another One Bites The Dust', 'ジゴクヘミチヅレ', '地獄へ道づれ']",Queen - Topic,🚔 Voiture 🚘,UCEPMVbUzImPl4p8k4LkGevA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,bdf_ll68Z8o
One More Time,2014-11-06,321,"['Electronic_music', 'Hip_hop_music', 'Pop_music']",45037569,510677.0,854.0,"['Daft Punk', 'Discovery', 'One More Time']",Daft Punk - Topic,🚔 Voiture 🚘,UCRr1xG_2WIDs18a6cIiCxeA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,fa5IWHDbftI
115,2020-11-30,229,['Rock_music'],21013411,240476.0,289.0,"['Treyarch Sound', 'Brian Tuey', 'James McCawley', 'Kevin Sherwood', 'Call of Duty: Black Ops – Zombies (Original Game Soundtrack)', '115']",Treyarch - Topic,🚔 Voiture 🚘,UCH-KWzkv3AahEJamT7gotrw,PLZulYW8dQheNUUPiOjIivgin70m8l317S,-B19u9tHnIs
Space Cadet,2018-11-02,204,['Hip_hop_music'],69805925,660143.0,948.0,"['Metro Boomin', 'メトロブーミン', 'メトロ・ブーミン', 'Gunna', 'ガンナ', 'NOT ALL HEROES WEAR CAPES', 'Space Cadet']",Metro Boomin - Topic,🚔 Voiture 🚘,UCFYaIRiUe_1hvOtXu5IiBWQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,z65Flj8PBq8
I Gotta Feeling,2018-07-20,290,"['Electronic_music', 'Hip_hop_music', 'Music_of_Asia', 'Pop_music']",4293852,42086.0,54.0,"['The Black Eyed Peas', 'ブラックアイドピーズ', 'ブラック・アイド・ピーズ', 'The Beginning & The Best Of The E.N.D.', 'I Gotta Feeling']",Black Eyed Peas - Topic,🚔 Voiture 🚘,UC7JGA3rY8kb0-Epuqenjkzw,PLZulYW8dQheNUUPiOjIivgin70m8l317S,ZAxUiYgJBE8
Mandala (Original Mix),2018-02-25,358,['Electronic_music'],7021214,90657.0,60.0,"['Blastoyz', 'Mandala', 'Mandala (Original Mix)']",Blastoyz - Topic,🚔 Voiture 🚘,UC6jhg7nwPqCeTsACwIHdkng,PLZulYW8dQheNUUPiOjIivgin70m8l317S,N2TfC9lpPJk
lost way,2019-07-18,265,"['Electronic_music', 'Pop_music']",1009836,13769.0,15.0,"['Zami Fa', 'Lost', 'lost way']",Various Artists - Topic,🚔 Voiture 🚘,UC7EkN9gnsj0yxQNYSeVyahQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,xorI6OUjoZY
Sloppy Seconds,2019-10-31,248,"['Hip_hop_music', 'Independent_music', 'Pop_music']",1813838,27796.0,11.0,"['Watsky', 'Cardboard', 'Castles', 'Sloppy', 'Seconds']",Watsky - Topic,🚔 Voiture 🚘,UCkWw_q7nd7Bsy1evFgn5Ubg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,o6TpnljKVj4
The Hills,2018-07-24,243,['Pop_music'],160759032,1564997.0,1119.0,"['The Weeknd', 'ザウィークエンド', 'ザ・ウィークエンド', 'Beauty Behind The Madness', 'ビューティー・ビハインド・ザ・マッドネス', 'The Hills', 'ザヒルズ', 'ザ・ヒルズ']",The Weeknd - Topic,🚔 Voiture 🚘,UClYV6hHlupm_S_ObS1W-DYw,PLZulYW8dQheNUUPiOjIivgin70m8l317S,GfiJowcJiVw
Pursuit Of Happiness (Nightmare),2018-12-12,296,"['Hip_hop_music', 'Pop_music']",10553587,96814.0,90.0,"['Kid Cudi', 'キッドカディ', 'キッド・カディ', 'MGMT', 'エムジーエムティー', 'Ratatat', 'ラタタット', 'Man On The Moon: The End Of Day', 'Pursuit Of Happiness (Nightmare)', 'パースート・オブ・ハッピネス']",Kid Cudi - Topic,🚔 Voiture 🚘,UCo2-dPLJcpbZK84FIt0vD-w,PLZulYW8dQheNUUPiOjIivgin70m8l317S,a91-vAMJkh0
It's Raining Men,2015-08-11,326,"['Pop_music', 'Rhythm_and_blues', 'Soul_music']",66272785,592046.0,5481.0,"['The Weather Girls', 'ウェザーガールズ', '氣象女孩', 'Success', ""It's Raining Men""]",The Weather Girls - Topic,🚔 Voiture 🚘,UCs5GT6ba5RSLqSKLEdN5PDg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,4x6leDGV7gs
Sundance,2020-01-09,171,['Hip_hop_music'],7272534,63161.0,508.0,"['Népal', 'Adios Bahamas', 'Sundance']",Nepal - Topic,🚔 Voiture 🚘,UCdWGxWejEXZrKMz8Br37Glg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,8obCzuhp3cg
Empire State Of Mind,2018-07-09,277,"['Hip_hop_music', 'Soul_music']",158735862,1366658.0,3430.0,"['JAY-Z', 'ジェイジー', 'ジェイ・Z', 'Alicia Keys', 'アリシアキーズ', 'アリシア・キーズ', 'The Blueprint 3', 'Empire State Of Mind', 'エンパイア・ステイト・オブ・マインド', 'エンパイア・ステイト・オブ・マインド（feat．アリシア・キーズ）']",JAY Z - Topic,🚔 Voiture 🚘,UCbJG1HvzgzaMe_15xfiUyWw,PLZulYW8dQheNUUPiOjIivgin70m8l317S,_ydMlTassYc
I Want To Break Free (Single Remix),2018-07-26,259,"['Pop_music', 'Rock_music']",50193437,479565.0,144.0,"['Queen', 'クイーン', 'The Works', 'I Want To Break Free', 'ブレイク・フリー（ジユウヘノタビダチ）', 'ブレイク・フリー（自由への旅立ち）']",Queen - Topic,🚔 Voiture 🚘,UCEPMVbUzImPl4p8k4LkGevA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,8r3FaCiVFbA
Heads Will Roll (A-Trak Remix),2018-07-24,384,"['Electronic_music', 'Independent_music', 'Pop_music']",19427487,251212.0,815.0,"['Yeah Yeah Yeahs', 'ヤーヤーヤーズ', 'ヤー・ヤー・ヤーズ', 'Heads Will Roll', 'ヘッズ・ウィル・ロール（Ａ－ＴＲＡＫ', 'ＲＥＭＩＸ）', 'ヘッズ・ウィル・ロール（A－Trak Remix）', 'ヘッズウィルロール', 'ヘッズ・ウィル・ロール']",Yeah Yeah Yeahs - Topic,🚔 Voiture 🚘,UCK49WVAaBRnVci8fmM4NiLQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,TDyG4YNUXcI
Sexy Bitch (feat. Akon),2019-05-02,196,"['Electronic_music', 'Hip_hop_music', 'Pop_music']",39727692,325228.0,1186.0,"['David Guetta', 'Akon', 'One More Love', 'Sexy Bitch (feat. Akon)']",David Guetta - Topic,🚔 Voiture 🚘,UCh-4c1ZoBPNP1C8c-7iVvUQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,mtzPVYyTNqg
Bohemian Rhapsody (Remastered 2011),2018-07-24,355,"['Pop_music', 'Rock_music']",68489187,691574.0,567.0,"['Queen', 'クイーン', 'A Night At The Opera', 'Bohemian Rhapsody']",Queen - Topic,🚔 Voiture 🚘,UCEPMVbUzImPl4p8k4LkGevA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,bSnlKl_PoQU
Homicide,2019-07-07,246,['Hip_hop_music'],41379821,423702.0,310.0,"['Logic', 'ロジック', 'Eminem', 'エミネム', 'Confessions of a Dangerous Mind', 'Homicide']",Logic - Topic,🚔 Voiture 🚘,UCKC7Xqy0UXT370RvFR2kXYg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,NoQQg8wA9BY
Sweet Dreams (Are Made of This),2014-12-08,218,['Pop_music'],89781311,1042812.0,1272.0,"['Eurythmics', 'ユーリズミックス', '舞韻合唱團', 'Annie Lennox', '安妮藍妮克絲', 'Dave Stewart', 'Sweet Dreams (Are Made Of This)', 'Sweet Dreams (Are Made of This)']",Eurythmics - Topic,🚔 Voiture 🚘,UCQiH3xAP0i48o74BK6EBkMw,PLZulYW8dQheNUUPiOjIivgin70m8l317S,i5_asj1BGFs
Lemon Tree,2014-12-25,192,['NaN'],58164325,730352.0,1644.0,"[""Fool's"", 'Garden', 'Dish', 'Of', 'The', 'Day', 'Lemon', 'Tree']",Fools Garden - Topic,🚔 Voiture 🚘,UCpufnvGKovLgH2rtlEfswjQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,49zga3j91i8
We Will Rock You (Remastered 2011),2018-07-23,123,['Rock_music'],24976634,329290.0,271.0,"['Queen', 'クイーン', 'News Of The World', 'We Will Rock You', 'ウィ・ウィル・ロック・ユー']",Queen - Topic,🚔 Voiture 🚘,UCEPMVbUzImPl4p8k4LkGevA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,tsTH9TpxU_Y
Buttercup,2017-04-05,209,['Pop_music'],82830052,1443283.0,23561.0,"['Jack Stauber', 'Pop Food', 'Buttercup']",Jack Stauber - Topic,🚔 Voiture 🚘,UCFYkYsP2k6v3t8N2Igk5DEQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,e2qG5uwDCW4
Put Your Head On My Shoulder,2014-12-31,163,['Pop_music'],201508644,2695161.0,21579.0,"['Paul', 'Anka', ""Anka's"", 'Early', 'Years', 'Put', 'Your', 'Head', 'On', 'My', 'Shoulder']",Paul Anka - Topic,🚔 Voiture 🚘,UCEuZeapObLSPFWmPIK6kxag,PLZulYW8dQheNUUPiOjIivgin70m8l317S,kvazBqAlx58
Stairway to Heaven (Remaster),2015-02-25,483,['Rock_music'],103528236,1139848.0,9182.0,"['Led Zeppelin', 'Led Zeppelin IV', 'Stairway to Heaven (Remaster)']",Led Zeppelin - Topic,🚔 Voiture 🚘,UCYtap7ujIPaxTS2iCDoMi3g,PLZulYW8dQheNUUPiOjIivgin70m8l317S,iXQUu5Dti4g
Dancing in the Moonlight,2017-02-10,233,"['Pop_music', 'Rock_music']",47368597,442420.0,565.0,"['Toploader', '捷思者合唱團', ""Onka's Big Moka"", 'Dancing in the Moonlight']",Toploader - Topic,🚔 Voiture 🚘,UCEspIekCimNPvtnt_pGKG3g,PLZulYW8dQheNUUPiOjIivgin70m8l317S,67CN8FOCc84
Fortunate Son,2018-07-26,141,['Rock_music'],81634018,822735.0,3609.0,"['Creedence Clearwater Revival', 'クリーデンスクリアウォーターリバイバル', 'クリーデンス・クリアウォーター・リヴァイヴァル', 'Willy And The Poor Boys', 'Fortunate Son', 'フォーチュネイトサン', 'フォーチュネイト・サン']",Creedence Clearwater Revival - Topic,🚔 Voiture 🚘,UCRbMcMQeSFVvsyEuOn7uAKQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,r5NzAksjfDI
Feel Good Inc.,2015-08-07,223,"['Hip_hop_music', 'Rock_music']",242970036,2449254.0,7766.0,"['Gorillaz', 'Demon Days', 'Feel Good Inc.']",Gorillaz - Topic,🚔 Voiture 🚘,UCNIV5B_aJnLrKDSnW_MOmcQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,NxxjLD2pmlk
Enter Sandman,2016-10-02,332,['NaN'],124021639,1227758.0,6656.0,"['Metallica', 'Enter Sandman']",Metallica - Topic,🚔 Voiture 🚘,UCGexNm_Kw4rdQjLxmpb2EKw,PLZulYW8dQheNUUPiOjIivgin70m8l317S,YxRxd8aNd6I
Crazy,2014-11-08,178,['Pop_music'],56809957,625762.0,189.0,"['Gnarls Barkley', 'St. Elsewhere', 'Crazy']",Gnarls Barkley - Topic,🚔 Voiture 🚘,UCh3GPQJZRlA3p-j5TaPtmfQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,vBtvhPM2GHc
Sweet Home Alabama,2018-07-26,284,['Rock_music'],100312474,859030.0,1860.0,"['Lynyrd Skynyrd', 'レーナードスキナード', 'レーナード・スキナード', 'Second Helping', 'Sweet Home Alabama', 'スウィートホームアラバマ', 'スウィート・ホーム・アラバマ']",Lynyrd Skynyrd - Topic,🚔 Voiture 🚘,UCk-bnZ8hrdOrKYGJ4JGcVzQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,iL-jC7XyLeo
Get Lucky (feat. Pharrell Williams and Nile Rodgers),2014-11-08,370,['Pop_music'],224624208,2404777.0,11383.0,"['Daft Punk', 'Pharrell Williams', 'ファレルウィリアムス', 'P. Williams', 'Nile Rodgers', 'Random Access Memories', 'Get Lucky']",Daft Punk - Topic,🚔 Voiture 🚘,UCRr1xG_2WIDs18a6cIiCxeA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,4D7u5KF7SP8
Jailhouse Rock,2017-01-25,147,"['Pop_music', 'Rock_music']",15967939,213668.0,413.0,"['Elvis Presley', 'エルヴィスプレスリー', '貓王', ""Elvis' Golden Records"", 'Jailhouse Rock']",Elvis Presley - Topic,🚔 Voiture 🚘,UChgxarBUCnPJV871-46bJ2g,PLZulYW8dQheNUUPiOjIivgin70m8l317S,ppMZxuZ1lLg
Take on Me,2015-12-03,226,"['Pop_music', 'Rock_music']",116168601,1326917.0,1081.0,"['a-ha', 'Hunting High and Low', 'Take on Me']",A-ha - Topic,🚔 Voiture 🚘,UCx00XxqRCfPS6zaTzRm3H2A,PLZulYW8dQheNUUPiOjIivgin70m8l317S,HzdD8kbDzZA
I Will Survive,2014-11-21,262,"['Christian_music', 'Pop_music', 'Soul_music']",148650600,1426701.0,6584.0,"['Gloria', 'Gaynor', 'Will', 'Survive']",Gloria Gaynor - Topic,🚔 Voiture 🚘,UCeXpFNAbyg5V3z8oKx5EGyw,PLZulYW8dQheNUUPiOjIivgin70m8l317S,FHhZPp08s74
Married Life,2018-07-23,251,[],40114386,857767.0,23641.0,"['Michael Giacchino', 'マイケルジアッキーノ', 'マイケル・ジアッキーノ', 'Майкл Джаккино', 'Up', 'カールジイサンノソラトブイエ', 'カールじいさんの空飛ぶ家', 'Married Life', 'シアワセナケッコンセイカツ', '幸せな結婚生活']",Michael Giacchino - Topic,🚔 Voiture 🚘,UCD2LZAT1j1DyVXq2R2BdusQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,2rn-vMbFglI
Mr. Blue Sky,2017-02-20,306,['Rock_music'],7763596,110343.0,411.0,"['Electric Light Orchestra', 'ELECTRIC LIGHT ORCHESTRA', 'エレクトリックライトオーケストラ', '電光交響樂團', 'Flashback', 'Mr. Blue Sky']",Electric Light Orchestra - Topic,🚔 Voiture 🚘,UCZQkZuaiV1DiJ4CG50oInTQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,BmJZ2VxT4VM
Billie Jean,2017-01-18,295,"['Pop_music', 'Rhythm_and_blues']",185845839,2005383.0,8896.0,"['Michael Jackson', 'マイケルジャクソン', '麥可傑克森', 'Thriller', 'Billie Jean']",Michael Jackson - Topic,🚔 Voiture 🚘,UCoIOOL7QKuBhQHVKL8y7BEQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,Kr4EQDVETuA
Baianá,2020-10-08,181,"['Electronic_music', 'Pop_music']",12512110,138718.0,32.0,"['Bakermat', 'The Ringmaster', 'Baianá']",Bakermat - Topic,🚔 Voiture 🚘,UCSD2j7LUIEz6PMN0NyW6IGw,PLZulYW8dQheNUUPiOjIivgin70m8l317S,O06-PTQYyVk
Another Love,2017-02-09,245,['Pop_music'],6642131,84881.0,70.0,"['Tom Odell', 'Long Way Down (Deluxe)', 'Another Love']",Tom Odell - Topic,🚔 Voiture 🚘,UCrP3Rfz32MT-OH9MZh_N9kA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,YKMFQRqz_xM
Viano (feat. Samy Ceezy),2018-05-10,218,"['Electronic_music', 'Hip_hop_music']",698589,5892.0,48.0,"['Mister V', 'Samy Ceezy', 'Sofly', 'Yvick Letexier', 'Viano (feat. Samy Ceezy)']",Mister V - Topic,🚔 Voiture 🚘,UCC4YFxKPhw-dYKlYLDqyKYg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,8Sc1-MNGq0A
Spaceman (Original Mix),2015-08-11,380,['NaN'],77957,874.0,0.0,"['Hardwell', 'Spaceman (Original Mix)']",Hardwell - Topic,🚔 Voiture 🚘,UC56RbGAv7E8xgtnPxo_TZ5w,PLZulYW8dQheNUUPiOjIivgin70m8l317S,629JAQVrr5c
[You're The] Devil In Disguise,2017-02-19,141,"['Country_music', 'Pop_music', 'Rock_music']",2114595,34818.0,41.0,"[""Elvis Presley エルヴィスプレスリー 貓王 Elvis' Gold Records"", ""Vol. 4 (You're The) Devil In Disguise""]",Elvis Presley - Topic,🚔 Voiture 🚘,UChgxarBUCnPJV871-46bJ2g,PLZulYW8dQheNUUPiOjIivgin70m8l317S,wFWGQnEtB_M
"Oh, Pretty Woman",2017-01-27,177,"['Pop_music', 'Rock_music']",233275547,2020261.0,8086.0,"['Roy Orbison ROY ORBISON ロイオービソン 洛伊奧比森 The Essential Roy Orbison Oh', 'Pretty Woman']",Roy Orbison - Topic,🚔 Voiture 🚘,UCjMI6Jhz6i608_B2pvYNrfg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,3KFvoDDs0XM
"Rock This Party (feat. Dollarman, Big Ali, Makedah) (Everybody Dance Now)",2019-04-23,246,"['Electronic_music', 'Hip_hop_music', 'Music_of_Latin_America', 'Pop_music']",20820500,173655.0,79.0,"['Bob Sinclar Cutee B Dollarman Big Ali Makedah Samuel Conrad Naomi Goulbourne Frederic Poulet Christophe Le Friant Rock This Party (feat. Dollarman', 'Big Ali', 'Makedah) [Everybody Dance Now]']",Bob Sinclar - Topic,🚔 Voiture 🚘,UCTX702H0Fi2v-ukpTSYdhRA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,qsVTQac6kEk
Careless Whisper,2017-05-06,297,"['Music_of_Latin_America', 'Pop_music']",24563533,269476.0,180.0,"['George Michael', '喬治麥可', 'Schmusesongs Vol. 1', 'Careless Whisper']",George Michael - Topic,🚔 Voiture 🚘,UCgNivrx0yqbFoAEgf2AsRXg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,6rpwUw_Sx8Y
Wake Me Up Before You Go-Go (Remastered),2017-02-19,233,['Pop_music'],18429857,198530.0,49.0,"['Wham!', 'ワム', '渾合唱團', 'Twenty Five', 'Wake Me Up Before You Go-Go']",Wham! - Topic,🚔 Voiture 🚘,UCpVKXA1YEpLtD_keJogkCwg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,17t7SEsoKfE
Strong As an Oak,2019-10-31,262,['Hip_hop_music'],676695,9987.0,9.0,"['Watsky', 'Cardboard', 'Castles', 'Strong', 'As', 'an', 'Oak']",Watsky - Topic,🚔 Voiture 🚘,UCkWw_q7nd7Bsy1evFgn5Ubg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,FxDB0OLy5r0
In My Mind,2018-06-07,185,['Electronic_music'],186136642,1854169.0,570.0,"['Dynoro', ""Gigi D'Agostino"", 'In My Mind']",Dynoro - Topic,🚔 Voiture 🚘,UCGMInlMqj4-JwIWAQiJ0WEg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,VWQ-e0qXX0M
Hound Dog,2018-06-02,141,['Rock_music'],1052639,13186.0,2.0,"['Elvis', 'Presley', 'Hound', 'Dog']",Elvis Presley - Topic,🚔 Voiture 🚘,UChgxarBUCnPJV871-46bJ2g,PLZulYW8dQheNUUPiOjIivgin70m8l317S,4ZOEfUZzDVE
Elle a les yeux revolver,2019-09-01,220,['Pop_music'],12615101,63543.0,312.0,"['Marc Lavoine', '馬克拉馮尼', 'Elle a les yeux revolver']",Marc Lavoine - Topic,🚔 Voiture 🚘,UCPSOvAlabBdPlnGObMGl2Rw,PLZulYW8dQheNUUPiOjIivgin70m8l317S,PmZCNWLBDjY
Millionaire,2020-03-09,158,['Hip_hop_music'],1843500,18961.0,193.0,"['JOYCA', 'Millionaire']",Joyca - Topic,🚔 Voiture 🚘,UCkAl2KmW2m3nlZCUpuyuIuA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,0Raya_0Gn3g
Toxicity,2015-08-12,219,['Rock_music'],128657701,1181448.0,940.0,"['System Of A Down', '墮落體制合唱團', 'Toxicity']",System Of A Down - Topic,🚔 Voiture 🚘,UCDJftX2zx_UT_QSnBGIF96w,PLZulYW8dQheNUUPiOjIivgin70m8l317S,mUEsqQpact0
Cabeza,2020-07-02,149,['Hip_hop_music'],13027830,83479.0,242.0,"['OBOY', 'Mammouth', 'Oboy', 'Mafana', 'Cabeza']",OBOY - Topic,🚔 Voiture 🚘,UCp5cNDxIJE-gNN92Eb8YKIw,PLZulYW8dQheNUUPiOjIivgin70m8l317S,ba8n86OEg8s
"Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"") (Full Version)",2019-09-20,329,['Music_of_Asia'],21315059,329866.0,393.0,"['Akano', 'Kamado Tanjirou no Uta (From Demon Slayer: Kimetsu no Yaiba) [Full Version]']",Akano - Topic,🚔 Voiture 🚘,UC9-LcwFmCCxSLrmTxB43TwQ,PLZulYW8dQheNUUPiOjIivgin70m8l317S,Y7YwcHbvysM
Seven Nation Army,2020-09-30,233,['Rock_music'],104435812,1139006.0,112.0,"['The White Stripes', 'Elephant', 'Seven Nation Army']",The White Stripes - Topic,🚔 Voiture 🚘,UCD0Wge1UpszMtqK3P9x50vA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,D_QLxj8jCF0
Great Spirit,2017-01-27,458,['Electronic_music'],12778298,152918.0,208.0,"['Armin van Buuren', 'Vini Vici', 'Hilight Tribe', 'Great Spirit']",Armin van Buuren - Topic,🚔 Voiture 🚘,UCAeLFBCQS7FvI8PvBrWvSBg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,UyDdHR9EYlU
il vento d'oro,2020-03-04,296,['Music_of_Asia'],89664590,906502.0,20918.0,"['菅野祐悟', 'ジョジョの奇妙な冒険 黄金の風 O.S.T vol.1 Overture', ""il vento d'oro""]",Yugo Kanno - Topic,🚔 Voiture 🚘,UCqItq83Y0wdZ3vawrz7NAfg,PLZulYW8dQheNUUPiOjIivgin70m8l317S,U0TXIXTzJEY
Sparkle (Original Version),2020-07-11,411,"['Music_of_Asia', 'Rock_music']",13059357,138456.0,1536.0,"['RADWIMPS', 'ラッドウィンプス', '人間開花', 'スパークル (original ver.)']",RADWIMPS - Topic,🚔 Voiture 🚘,UCT418-ChE6rgGuQlqzFsKZA,PLZulYW8dQheNUUPiOjIivgin70m8l317S,MgNItWdfEIU
Rape Me (2013 Mix),2018-10-30,170,['Rock_music'],3807790,51808.0,386.0,"['Nirvana', 'ニルヴァーナ', 'In Utero - 20th Anniversary Super Deluxe', 'Rape Me', 'レイプ・ミー', '（２０１３ミックス）', 'レイプ・ミー (2013ミックス)']",Nirvana - Topic,🚔 Voiture 🚘,UCrPe3hLA51968GwxHSZ1llw,PLZulYW8dQheNUUPiOjIivgin70m8l317S,8413CsZYhwo
